id|kabupaten|provinsi|prov|pop|npop|positif|positif_sembuh|positif_md|pdp_md|odp_md|md|odp|pdp|pr_positif|pr_positif_sembuh|pr_positif_md|pr_pdp_md|pr_md|positif_rs|pdp_proses|pr_npop|p_sembuh|p_md|rs|p_rs|tgl|crawled_at
7109|MINAHASA TENGGARA|SULAWESI UTARA|Sulut|107180.0|10|10|7|2|0.0|0.0|2|0|7|9.33|6.53|1.87|0.0|1.87|1|0.0|9.33|70.0|20.0|1|10.0|2020-07-16 21:12:00.000000|2020-07-17 13:36:51.546273
1114|ACEH TAMIANG|ACEH|Aceh|298586.0|10|10|6|0|0.0|0.0|0|98|7|3.35|2.01|0.0|0.0|0.0|4|0.0|3.35|60.0|0.0|4|40.0|2020-07-16 15:00:00.000000|2020-07-17 13:36:51.546273
7601|MAJENE|SULAWESI BARAT|Sulbar|176394.0|11|10|5|0|1.0|0.0|1|202|14|5.67|2.83|0.0|0.57|0.57|5|0.0|6.24|45.45|9.09|5|45.45|2020-07-15 18:03:00.000000|2020-07-17 13:36:51.546273
1507|TANJUNG JABUNG BARAT|JAMBI|Jambi|339285.0|10|10|0|0|0.0|0.0|0|27|13|2.95|0.0|0.0|0.0|0.0|10|0.0|2.95|0.0|0.0|10|100.0|2020-07-17 12:48:00.000000|2020-07-17 13:36:51.546273
6104|MEMPAWAH|KALIMANTAN BARAT|Kalbar|267121.0|10|10|0|0|0.0|0.0|0|0|33|3.74|0.0|0.0|0.0|0.0|10|0.0|3.74|0.0|0.0|10|100.0|2020-07-17 23:59:00.000000|2020-07-17 13:36:51.546273
1271|KOTA SIBOLGA|SUMATERA UTARA|Sumut|87790.0|10|10|0|0|0.0|0.0|0|0|0|11.39|0.0|0.0|0.0|0.0|10|0.0|11.39|0.0|0.0|10|100.0|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
1404|PELALAWAN|RIAU|Riau|507073.0|21|9|9|0|12.0|0.0|12|3683|115|1.77|1.77|0.0|2.37|2.37|0|1.0|4.14|42.86|57.14|0|0.0|2020-07-17 07:43:00.000000|2020-07-17 13:36:51.546273
1703|BENGKULU UTARA|BENGKULU|Bengkulu|315495.0|9|9|9|0|0.0|0.0|0|118|7|2.85|2.85|0.0|0.0|0.0|0|7.0|2.85|100.0|0.0|0|0.0|2020-06-09 00:00:00.000000|2020-07-17 13:36:51.546273
1905|BANGKA SELATAN|KEPULAUAN BANGKA BELITUNG|Babel|213967.0|9|9|8|1|0.0|0.0|1|169|8|4.21|3.74|0.47|0.0|0.47|0|0.0|4.21|88.89|11.11|0|0.0|2020-07-17 12:47:00.000000|2020-07-17 13:36:51.546273
1111|ACEH UTARA|ACEH|Aceh|627261.0|10|9|8|0|1.0|0.0|1|144|4|1.43|1.28|0.0|0.16|0.16|1|0.0|1.59|80.0|10.0|1|10.0|2020-07-16 15:00:00.000000|2020-07-17 13:36:51.546273
1310|SOLOK SELATAN|SUMATERA BARAT|Sumbar|173785.0|9|9|8|0|0.0|0.0|0|165|41|5.18|4.6|0.0|0.0|0.0|1|1.0|5.18|88.89|0.0|1|11.11|2020-07-16 16:13:00.000000|2020-07-17 13:36:51.546273
3206|TASIKMALAYA|JAWA BARAT|Jabar|1755714.0|9|9|5|0|0.0|0.0|0|1569|100|0.51|0.28|0.0|0.0|0.0|4|0.0|0.51|55.56|0.0|4|44.44|2020-07-17 12:49:00.000000|2020-07-17 13:36:51.546273
6109|SEKADAU|KALIMANTAN BARAT|Kalbar|203516.0|9|9|0|0|0.0|0.0|0|0|6|4.42|0.0|0.0|0.0|0.0|9|0.0|4.42|0.0|0.0|9|100.0|2020-07-17 23:59:00.000000|2020-07-17 13:36:51.546273
1809|PESAWARAN|LAMPUNG|Lampung|448410.0|14|8|8|0|4.0|2.0|6|82|0|1.78|1.78|0.0|0.89|1.34|0|0.0|3.12|57.14|42.86|0|0.0|2020-07-17 12:47:00.000000|2020-07-17 13:36:51.546273
1301|KEPULAUAN MENTAWAI|SUMATERA BARAT|Sumbar|93576.0|8|8|8|0|0.0|0.0|0|29|8|8.55|8.55|0.0|0.0|0.0|0|0.0|8.55|100.0|0.0|0|0.0|2020-07-16 16:07:00.000000|2020-07-17 13:36:51.546273
1701|BENGKULU SELATAN|BENGKULU|Bengkulu|159682.0|8|8|8|0|0.0|0.0|0|29|4|5.01|5.01|0.0|0.0|0.0|0|4.0|5.01|100.0|0.0|0|0.0|2020-06-09 00:00:00.000000|2020-07-17 13:36:51.546273
2102|BINTAN|KEPULAUAN RIAU|Kepri|160922.0|14|8|7|1|6.0|0.0|7|152|42|4.97|4.35|0.62|3.73|4.35|0|0.0|8.7|50.0|50.0|0|0.0|2020-07-16 15:36:00.000000|2020-07-17 13:36:51.546273
3279|KOTA BANJAR|JAWA BARAT|Jabar|183298.0|30|8|6|1|22.0|0.0|23|0|0|4.36|3.27|0.55|12.0|12.55|1|52.0|16.37|20.0|76.67|1|3.33|2020-07-17 08:34:00.000000|2020-07-17 13:36:51.546273
3210|MAJALENGKA|JAWA BARAT|Jabar|1210709.0|18|8|6|1|10.0|0.0|11|0|0|0.66|0.5|0.08|0.83|0.91|1|9.0|1.49|33.33|61.11|1|5.56|2020-07-17 08:34:00.000000|2020-07-17 13:36:51.546273
7104|KEPULAUAN TALAUD|SULAWESI UTARA|Sulut|93319.0|8|8|6|0|0.0|0.0|0|6|0|8.57|6.43|0.0|0.0|0.0|2|0.0|8.57|75.0|0.0|2|25.0|2020-07-16 21:12:00.000000|2020-07-17 13:36:51.546273
1205|TAPANULI UTARA|SUMATERA UTARA|Sumut|303687.0|8|8|6|0|0.0|0.0|0|0|1|2.63|1.98|0.0|0.0|0.0|2|0.0|2.63|75.0|0.0|2|25.0|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
8106|SERAM BAGIAN BARAT|MALUKU|Maluku|171922.0|8|8|5|1|0.0|0.0|1|23|2|4.65|2.91|0.58|0.0|0.58|2|0.0|4.65|62.5|12.5|2|25.0|2020-07-14 11:48:00.000000|2020-07-17 13:36:51.546273
1708|KEPAHIANG|BENGKULU|Bengkulu|138183.0|8|8|4|1|0.0|0.0|1|116|3|5.79|2.89|0.72|0.0|0.72|3|3.0|5.79|50.0|12.5|3|37.5|2020-06-09 00:00:00.000000|2020-07-17 13:36:51.546273
7326|TORAJA UTARA|SULAWESI SELATAN|Sulsel|232395.0|9|8|2|1|1.0|0.0|2|156|6|3.44|0.86|0.43|0.43|0.86|5|0.0|3.87|22.22|22.22|5|55.56|2020-07-17 12:53:00.000000|2020-07-17 13:36:51.546273
7310|BARRU|SULAWESI SELATAN|Sulsel|174990.0|8|8|2|1|0.0|0.0|1|71|10|4.57|1.14|0.57|0.0|0.57|5|0.0|4.57|25.0|12.5|5|62.5|2020-07-17 12:53:00.000000|2020-07-17 13:36:51.546273
1174|KOTA LHOKSEUMAWE|ACEH|Aceh|211123.0|8|8|1|1|0.0|0.0|1|46|1|3.79|0.47|0.47|0.0|0.47|6|0.0|3.79|12.5|12.5|6|75.0|2020-07-16 15:00:00.000000|2020-07-17 13:36:51.546273
9430|LANNY JAYA|PAPUA|Papua|180305.0|8|8|1|0|0.0|0.0|0|6|0|4.44|0.55|0.0|0.0|0.0|7|0.0|4.44|12.5|0.0|7|87.5|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
5315|MANGGARAI BARAT|NUSA TENGGARA TIMUR|NTT|280412.0|8|8|0|0|0.0|0.0|0|3|1|2.85|0.0|0.0|0.0|0.0|8|0.0|2.85|0.0|0.0|8|100.0|2020-07-17 12:49:00.000000|2020-07-17 13:36:51.546273
7605|PASANGKAYU|SULAWESI BARAT|Sulbar|178823.0|8|7|7|0|1.0|0.0|1|346|12|3.91|3.91|0.0|0.56|0.56|0|0.0|4.47|87.5|12.5|0|0.0|2020-07-15 18:03:00.000000|2020-07-17 13:36:51.546273
9103|TELUK WONDAMA|PAPUA BARAT|PapuaBarat|33235.0|7|7|7|0|0.0|0.0|0|21|14|21.06|21.06|0.0|0.0|0.0|0|7.0|21.06|100.0|0.0|0|0.0|2020-07-12 21:00:00.000000|2020-07-17 13:36:51.546273
6208|SERUYAN|KALIMANTAN TENGAH|Kalteng|214066.0|7|7|7|0|0.0|0.0|0|0|0|3.27|3.27|0.0|0.0|0.0|0|0.0|3.27|100.0|0.0|0|0.0|2020-07-16 09:41:00.000000|2020-07-17 13:36:51.546273
9101|FAKFAK|PAPUA BARAT|PapuaBarat|79868.0|7|7|4|0|0.0|0.0|0|330|0|8.76|5.01|0.0|0.0|0.0|3|0.0|8.76|57.14|0.0|3|42.86|2020-07-12 21:00:00.000000|2020-07-17 13:36:51.546273
6503|TANA TIDUNG|KALIMANTAN UTARA|Kaltara|30896.0|7|7|4|0|0.0|0.0|0|7|0|22.66|12.95|0.0|0.0|0.0|3|0.0|22.66|57.14|0.0|3|42.86|2020-07-16 21:00:00.000000|2020-07-17 13:36:51.546273
9419|SARMI|PAPUA|Papua|41278.0|7|7|4|0|0.0|0.0|0|4|0|16.96|9.69|0.0|0.0|0.0|3|0.0|16.96|57.14|0.0|3|42.86|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
7101|BOLAANG MONGONDOW|SULAWESI UTARA|Sulut|251200.0|7|7|3|1|0.0|0.0|1|5|2|2.79|1.19|0.4|0.0|0.4|3|0.0|2.79|42.86|14.29|3|42.86|2020-07-16 21:12:00.000000|2020-07-17 13:36:51.546273
9427|SUPIORI|PAPUA|Papua|21188.0|7|7|3|0|0.0|0.0|0|6|0|33.04|14.16|0.0|0.0|0.0|4|0.0|33.04|42.86|0.0|4|57.14|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
7103|KEPULAUAN SANGIHE|SULAWESI UTARA|Sulut|131388.0|7|7|2|0|0.0|0.0|0|2|0|5.33|1.52|0.0|0.0|0.0|5|0.0|5.33|28.57|0.0|5|71.43|2020-07-16 21:12:00.000000|2020-07-17 13:36:51.546273
1673|KOTA PAGAR ALAM|SUMATERA SELATAN|Sumsel|140402.0|7|7|1|1|0.0|0.0|1|84|3|4.99|0.71|0.71|0.0|0.71|5|0.0|4.99|14.29|14.29|5|71.43|2020-07-16 21:00:00.000000|2020-07-17 13:36:51.546273
1272|KOTA TANJUNG BALAI|SUMATERA UTARA|Sumut|177005.0|7|7|0|2|0.0|0.0|2|0|0|3.95|0.0|1.13|0.0|1.13|5|0.0|3.95|0.0|28.57|5|71.43|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
1110|BIREUEN|ACEH|Aceh|480320.0|7|7|0|0|0.0|0.0|0|142|1|1.46|0.0|0.0|0.0|0.0|7|0.0|1.46|0.0|0.0|7|100.0|2020-07-16 15:00:00.000000|2020-07-17 13:36:51.546273
8202|HALMAHERA TENGAH|MALUKU UTARA|MalukuUtara|57101.0|7|7|0|0|0.0|0.0|0|2|5|12.26|0.0|0.0|0.0|0.0|7|0.0|12.26|0.0|0.0|7|100.0|2020-07-13 19:45:00.000000|2020-07-17 13:36:51.546273
2101|KARIMUN|KEPULAUAN RIAU|Kepri|234419.0|9|6|6|0|3.0|0.0|3|284|51|2.56|2.56|0.0|1.28|1.28|0|0.0|3.84|66.67|33.33|0|0.0|2020-07-16 15:37:00.000000|2020-07-17 13:36:51.546273
1807|WAY KANAN|LAMPUNG|Lampung|453920.0|6|6|6|0|0.0|0.0|0|180|0|1.32|1.32|0.0|0.0|0.0|0|0.0|1.32|100.0|0.0|0|0.0|2020-07-17 12:47:00.000000|2020-07-17 13:36:51.546273
1872|KOTA METRO|LAMPUNG|Lampung|169507.0|7|6|5|0|1.0|0.0|1|91|0|3.54|2.95|0.0|0.59|0.59|1|0.0|4.13|71.43|14.29|1|14.29|2020-07-17 12:47:00.000000|2020-07-17 13:36:51.546273
1405|SIAK|RIAU|Riau|502201.0|16|6|4|0|10.0|0.0|10|5204|111|1.19|0.8|0.0|1.99|1.99|2|4.0|3.19|25.0|62.5|2|12.5|2020-07-17 07:43:00.000000|2020-07-17 13:36:51.546273
1277|KOTA PADANGSIDIMPUAN|SUMATERA UTARA|Sumut|224481.0|6|6|3|1|0.0|0.0|1|0|2|2.67|1.34|0.45|0.0|0.45|2|0.0|2.67|50.0|16.67|2|33.33|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
7603|MAMASA|SULAWESI BARAT|Sulbar|163885.0|7|6|1|0|0.0|1.0|1|395|1|3.66|0.61|0.0|0.0|0.61|5|0.0|4.27|14.29|14.29|5|71.43|2020-07-15 18:03:00.000000|2020-07-17 13:36:51.546273
5310|SIKKA|NUSA TENGGARA TIMUR|NTT|321789.0|6|6|0|0|0.0|0.0|0|2|1|1.86|0.0|0.0|0.0|0.0|6|0.0|1.86|0.0|0.0|6|100.0|2020-07-17 12:49:00.000000|2020-07-17 13:36:51.546273
7108|SIAU TAGULANDANG BIARO|SULAWESI UTARA|Sulut|66489.0|6|6|0|0|0.0|0.0|0|1|0|9.02|0.0|0.0|0.0|0.0|6|0.0|9.02|0.0|0.0|6|100.0|2020-07-16 21:12:00.000000|2020-07-17 13:36:51.546273
1309|PASAMAN|SUMATERA BARAT|Sumbar|283862.0|5|5|5|0|0.0|0.0|0|207|44|1.76|1.76|0.0|0.0|0.0|0|0.0|1.76|100.0|0.0|0|0.0|2020-07-16 15:56:00.000000|2020-07-17 13:36:51.546273
1372|KOTA SOLOK|SUMATERA BARAT|Sumbar|72106.0|5|5|5|0|0.0|0.0|0|148|10|6.93|6.93|0.0|0.0|0.0|0|0.0|6.93|100.0|0.0|0|0.0|2020-07-16 15:54:00.000000|2020-07-17 13:36:51.546273
7210|SIGI|SULAWESI TENGAH|Sulteng|241567.0|5|5|5|0|0.0|0.0|0|1|1|2.07|2.07|0.0|0.0|0.0|0|0.0|2.07|100.0|0.0|0|0.0|2020-07-16 06:07:00.000000|2020-07-17 13:36:51.546273
1210|DAIRI|SUMATERA UTARA|Sumut|285481.0|5|5|1|0|0.0|0.0|0|0|0|1.75|0.35|0.0|0.0|0.0|4|0.0|1.75|20.0|0.0|4|80.0|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
1207|LABUHAN BATU|SUMATERA UTARA|Sumut|501596.0|5|5|1|0|0.0|0.0|0|0|0|1.0|0.2|0.0|0.0|0.0|4|0.0|1.0|20.0|0.0|4|80.0|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
1204|TAPANULI TENGAH|SUMATERA UTARA|Sumut|382913.0|5|5|0|1|0.0|0.0|1|0|2|1.31|0.0|0.26|0.0|0.26|4|0.0|1.31|0.0|20.0|4|80.0|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
6102|BENGKAYANG|KALIMANTAN BARAT|Kalbar|259382.0|5|5|0|0|0.0|0.0|0|0|27|1.93|0.0|0.0|0.0|0.0|5|0.0|1.93|0.0|0.0|5|100.0|2020-07-17 23:59:00.000000|2020-07-17 13:36:51.546273
8108|MALUKU BARAT DAYA|MALUKU|Maluku|73395.0|5|5|0|0|0.0|0.0|0|0|0|6.81|0.0|0.0|0.0|0.0|5|0.0|6.81|0.0|0.0|5|100.0|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
5301|SUMBA BARAT|NUSA TENGGARA TIMUR|NTT|131599.0|5|5|0|0|0.0|0.0|0|0|0|3.8|0.0|0.0|0.0|0.0|5|0.0|3.8|0.0|0.0|5|100.0|2020-07-17 12:49:00.000000|2020-07-17 13:36:51.546273
1812|TULANG BAWANG BARAT|LAMPUNG|Lampung|274908.0|4|4|4|0|0.0|0.0|0|91|0|1.46|1.46|0.0|0.0|0.0|0|0.0|1.46|100.0|0.0|0|0.0|2020-07-17 12:47:00.000000|2020-07-17 13:36:51.546273
1704|KAUR|BENGKULU|Bengkulu|122501.0|4|4|4|0|0.0|0.0|0|31|2|3.27|3.27|0.0|0.0|0.0|0|2.0|3.27|100.0|0.0|0|0.0|2020-06-09 00:00:00.000000|2020-07-17 13:36:51.546273
7110|BOLAANG MONGONDOW SELATAN|SULAWESI UTARA|Sulut|67006.0|4|4|4|0|0.0|0.0|0|0|2|5.97|5.97|0.0|0.0|0.0|0|0.0|5.97|100.0|0.0|0|0.0|2020-07-16 21:12:00.000000|2020-07-17 13:36:51.546273
3376|KOTA TEGAL|JAWA TENGAH|Jateng|250677.0|15|4|3|1|11.0|0.0|12|270|50|1.6|1.2|0.4|4.39|4.79|0|0.0|5.98|20.0|80.0|0|0.0|2020-07-17 00:00:00.000000|2020-07-17 13:36:51.546273
1402|INDRAGIRI HULU|RIAU|Riau|449530.0|6|4|3|1|2.0|0.0|3|658|35|0.89|0.67|0.22|0.44|0.67|0|0.0|1.33|50.0|50.0|0|0.0|2020-07-17 07:43:00.000000|2020-07-17 13:36:51.546273
1801|LAMPUNG BARAT|LAMPUNG|Lampung|304873.0|5|4|3|1|1.0|0.0|2|85|0|1.31|0.98|0.33|0.33|0.66|0|0.0|1.64|60.0|40.0|0|0.0|2020-07-17 12:47:00.000000|2020-07-17 13:36:51.546273
1407|ROKAN HULU|RIAU|Riau|718320.0|16|4|3|0|12.0|0.0|12|8705|71|0.56|0.42|0.0|1.67|1.67|1|1.0|2.23|18.75|75.0|1|6.25|2020-07-17 07:43:00.000000|2020-07-17 13:36:51.546273
7107|BOLAANG MONGONDOW UTARA|SULAWESI UTARA|Sulut|81330.0|4|4|3|0|0.0|0.0|0|2|0|4.92|3.69|0.0|0.0|0.0|1|0.0|4.92|75.0|0.0|1|25.0|2020-07-16 21:12:00.000000|2020-07-17 13:36:51.546273
7205|DONGGALA|SULAWESI TENGAH|Sulteng|306408.0|4|4|2|0|0.0|0.0|0|0|3|1.31|0.65|0.0|0.0|0.0|2|0.0|1.31|50.0|0.0|2|50.0|2020-07-16 06:07:00.000000|2020-07-17 13:36:51.546273
1509|BUNGO|JAMBI|Jambi|382310.0|4|4|1|0|0.0|0.0|0|269|10|1.05|0.26|0.0|0.0|0.0|3|0.0|1.05|25.0|0.0|3|75.0|2020-07-17 12:48:00.000000|2020-07-17 13:36:51.546273
7410|KONAWE UTARA|SULAWESI TENGGARA|Sultra|65183.0|4|4|1|0|0.0|0.0|0|0|0|6.14|1.53|0.0|0.0|0.0|3|0.0|6.14|25.0|0.0|3|75.0|2020-07-15 17:00:00.000000|2020-07-17 13:36:51.546273
7415|BUTON SELATAN|SULAWESI TENGGARA|Sultra|81752.0|4|4|1|0|0.0|0.0|0|0|0|4.89|1.22|0.0|0.0|0.0|3|0.0|4.89|25.0|0.0|3|75.0|2020-07-15 17:00:00.000000|2020-07-17 13:36:51.546273
1503|SAROLANGUN|JAMBI|Jambi|307585.0|4|4|0|0|0.0|0.0|0|210|10|1.3|0.0|0.0|0.0|0.0|4|0.0|1.3|0.0|0.0|4|100.0|2020-07-17 12:48:00.000000|2020-07-17 13:36:51.546273
9418|TOLIKARA|PAPUA|Papua|140411.0|4|4|0|0|0.0|0.0|0|35|0|2.85|0.0|0.0|0.0|0.0|4|0.0|2.85|0.0|0.0|4|100.0|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
6111|KAYONG UTARA|KALIMANTAN BARAT|Kalbar|114378.0|4|4|0|0|0.0|0.0|0|0|7|3.5|0.0|0.0|0.0|0.0|4|0.0|3.5|0.0|0.0|4|100.0|2020-07-17 23:59:00.000000|2020-07-17 13:36:51.546273
1705|SELUMA|BENGKULU|Bengkulu|195581.0|3|3|3|0|0.0|0.0|0|28|8|1.53|1.53|0.0|0.0|0.0|0|8.0|1.53|100.0|0.0|0|0.0|2020-06-09 00:00:00.000000|2020-07-17 13:36:51.546273
1611|EMPAT LAWANG|SUMATERA SELATAN|Sumsel|253272.0|4|3|2|0|1.0|0.0|1|107|4|1.18|0.79|0.0|0.39|0.39|1|0.0|1.58|50.0|25.0|1|25.0|2020-07-16 21:00:00.000000|2020-07-17 13:36:51.546273
7413|MUNA BARAT|SULAWESI TENGGARA|Sultra|82785.0|3|3|2|0|0.0|0.0|0|0|0|3.62|2.42|0.0|0.0|0.0|1|0.0|3.62|66.67|0.0|1|33.33|2020-07-15 17:00:00.000000|2020-07-17 13:36:51.546273
1608|OGAN KOMERING ULU SELATAN|SUMATERA SELATAN|Sumsel|364982.0|7|3|1|1|4.0|0.0|5|219|12|0.82|0.27|0.27|1.1|1.37|1|1.0|1.92|14.29|71.43|1|14.29|2020-07-16 21:00:00.000000|2020-07-17 13:36:51.546273
1221|PADANG LAWAS|SUMATERA UTARA|Sumut|286626.0|3|3|1|1|0.0|0.0|1|0|0|1.05|0.35|0.35|0.0|0.35|1|0.0|1.05|33.33|33.33|1|33.33|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
1508|TEBO|JAMBI|Jambi|360193.0|3|3|1|0|0.0|0.0|0|242|4|0.83|0.28|0.0|0.0|0.0|2|0.0|0.83|33.33|0.0|2|66.67|2020-07-17 12:48:00.000000|2020-07-17 13:36:51.546273
1103|ACEH SELATAN|ACEH|Aceh|240818.0|3|3|1|0|0.0|0.0|0|27|4|1.25|0.42|0.0|0.0|0.0|2|2.0|1.25|33.33|0.0|2|66.67|2020-07-16 15:00:00.000000|2020-07-17 13:36:51.546273
1203|TAPANULI SELATAN|SUMATERA UTARA|Sumut|283388.0|3|3|1|0|0.0|0.0|0|0|1|1.06|0.35|0.0|0.0|0.0|2|0.0|1.06|33.33|0.0|2|66.67|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
1215|HUMBANG HASUNDUTAN|SUMATERA UTARA|Sumut|191778.0|3|3|1|0|0.0|0.0|0|0|0|1.56|0.52|0.0|0.0|0.0|2|0.0|1.56|33.33|0.0|2|66.67|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
5302|SUMBA TIMUR|NUSA TENGGARA TIMUR|NTT|261505.0|3|3|0|0|0.0|0.0|0|19|0|1.15|0.0|0.0|0.0|0.0|3|0.0|1.15|0.0|0.0|3|100.0|2020-07-17 12:49:00.000000|2020-07-17 13:36:51.546273
6108|KAPUAS HULU|KALIMANTAN BARAT|Kalbar|267320.0|3|3|0|0|0.0|0.0|0|0|11|1.12|0.0|0.0|0.0|0.0|3|0.0|1.12|0.0|0.0|3|100.0|2020-07-17 23:59:00.000000|2020-07-17 13:36:51.546273
1222|LABUHAN BATU SELATAN|SUMATERA UTARA|Sumut|344819.0|3|3|0|0|0.0|0.0|0|0|1|0.87|0.0|0.0|0.0|0.0|3|0.0|0.87|0.0|0.0|3|100.0|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
1810|PRINGSEWU|LAMPUNG|Lampung|403113.0|5|2|2|0|1.0|2.0|3|122|0|0.5|0.5|0.0|0.25|0.74|0|0.0|1.24|40.0|60.0|0|0.0|2020-07-17 12:47:00.000000|2020-07-17 13:36:51.546273
1312|PASAMAN BARAT|SUMATERA BARAT|Sumbar|451706.0|2|2|2|0|0.0|0.0|0|280|35|0.44|0.44|0.0|0.0|0.0|0|1.0|0.44|100.0|0.0|0|0.0|2020-07-16 16:11:00.000000|2020-07-17 13:36:51.546273
1373|KOTA SAWAH LUNTO|SUMATERA BARAT|Sumbar|63027.0|2|2|2|0|0.0|0.0|0|91|18|3.17|3.17|0.0|0.0|0.0|0|0.0|3.17|100.0|0.0|0|0.0|2020-07-16 15:55:00.000000|2020-07-17 13:36:51.546273
1117|BENER MERIAH|ACEH|Aceh|150902.0|2|2|2|0|0.0|0.0|0|88|4|1.33|1.33|0.0|0.0|0.0|0|0.0|1.33|100.0|0.0|0|0.0|2020-07-16 15:00:00.000000|2020-07-17 13:36:51.546273
